ID_CLIENTE,SEGMENTO_INDUSTRIAL,PORTE,ESTADO,REGIAO
6053752047545474051,Indústria,Médio,BA,Nordeste
280557491372818982,Serviços,Pequeno,SP,Sudeste
4762256864594914240,Comércio,Médio,PR,Sul
8564920972266217847,Indústria,Grande,PR,Sul
7566385399893520673,Indústria,Pequeno,DF,Centro-Oeste
3132055906825373580,Serviços,Pequeno,SP,Sudeste
4068666180981979477,Indústria,Grande,MS,Centro-Oeste
1269153452773908541,Comércio,Grande,PR,Sul
486388963980110890,Comércio,Grande,SC,Sul
5220554216423337036,Comércio,Grande,MT,Centro-Oeste
3288665551292018275,Indústria,Pequeno,BA,Nordeste
3520073096970711499,Serviços,Grande,BA,Nordeste
6715993871935527857,Comércio,Grande,RS,Sul
5078284853636449041,Comércio,Grande,MG,Sudeste
15070048310374146,Indústria,Médio,RO,Norte
5993832136957065909,Indústria,Pequeno,SP,Sudeste
2870813069335519467,Comércio,Pequeno,BA,Nordeste
4296149971687628223,Indústria,Pequeno,SC,Sul
5430917218683822543,Comércio,Pequeno,AC,Norte
271068078606473697,Serviços,Pequeno,RJ,Sudeste
8652067663586525909,Serviços,Pequeno,MG,Sudeste
2423803834856770113,Serviços,Grande,MG,Sudeste
6462952350255736003,Comércio,Médio,MG,Sudeste
8046603633355514834,Serviços,Médio,SP,Sudeste
3415156360538677905,Comércio,Pequeno,SP,Sudeste
5477523784812182605,Indústria,Pequeno,CE,Nordeste
4392369075438855735,Serviços,Pequeno,AP,Norte
6842075380768862290,Comércio,Médio,MG,Sudeste
7975582265869884517,Indústria,Grande,PR,Sul
6795171082935774137,Serviços,Médio,RS,Sul
5499433941404698208,Serviços,Médio,SC,Sul
6421017287702264778,Serviços,Grande,SP,Sudeste
6528158819463595826,Serviços,Médio,SC,Sul
3750579377644235511,Indústria,Grande,BA,Nordeste
1378560407772037118,Serviços,Grande,SC,Sul
1059336566956767188,Comércio,Médio,SP,Sudeste
1788369195969129749,Serviços,Médio,SP,Sudeste
5555695998591488407,Serviços,Médio,AC,Norte
7012619440863200776,Indústria,Médio,RS,Sul
2059309318145911751,Comércio,Médio,MG,Sudeste
8182741324402757500,Comércio,Grande,MG,Sudeste
531805620371082364,Serviços,Pequeno,CE,Nordeste
6352592240901579272,Comércio,Grande,SP,Sudeste
1516155138233618514,Comércio,Pequeno,BA,Nordeste
1219954496802643881,Serviços,Grande,SC,Sul
3283662016127058429,Indústria,Médio,MG,Sudeste
7243481239733221490,Comércio,Grande,RS,Sul
6342056159430364821,Comércio,Grande,SC,Sul
7327315935390503674,Comércio,Médio,BA,Nordeste
8680213253228719510,Comércio,Grande,SP,Sudeste
8067924767167570288,Serviços,Pequeno,AP,Norte
5883897347879529463,Serviços,Grande,SC,Sul
4717717003637613480,Serviços,Grande,PE,Nordeste
6145308913889808258,Indústria,Grande,PR,Sul
2308217045093677129,Serviços,Grande,BA,Nordeste
6804531608440296645,Comércio,Médio,BA,Nordeste
4781265535199914934,Indústria,Grande,CE,Nordeste
3391123212703223634,Serviços,Médio,PR,Sul
7754936094607992857,Serviços,Pequeno,PI,Nordeste
7875766506153682421,Serviços,Grande,RS,Sul
2907396925798983079,Comércio,Grande,RS,Sul
7815839878620843192,Serviços,Grande,RJ,Sudeste
3960251564708868781,Serviços,Grande,SP,Sudeste
2044529419038430248,Serviços,Médio,GO,Centro-Oeste
6055278873962623670,Serviços,Pequeno,MG,Sudeste
2367878957559232582,Comércio,Grande,MT,Centro-Oeste
7221446976321358973,Serviços,Grande,MG,Sudeste
3427563561570116931,Comércio,Médio,SP,Sudeste
7828430488099134389,Indústria,Médio,SP,Sudeste
7397206777205091443,Serviços,Grande,PE,Nordeste
3812760626052898456,Serviços,Médio,AC,Norte
3516294920850464913,Comércio,Grande,RJ,Sudeste
9099218788416728596,Indústria,Médio,PE,Nordeste
2780030912070252968,Comércio,Médio,MG,Sudeste
2149247704125573398,Serviços,Médio,AP,Norte
4437531414216775863,Comércio,Médio,RN,Nordeste
2977124904032689291,Serviços,Grande,SP,Sudeste
1044946691507317745,Serviços,Grande,SP,Sudeste
7236776406341522879,Indústria,Grande,PR,Sul
3338087778895249031,Serviços,Pequeno,PR,Sul
8222831719332844924,Serviços,Médio,SP,Sudeste
1945147145527703963,Serviços,Grande,RS,Sul
1712483726555581515,Comércio,Médio,RJ,Sudeste
4432551314797496562,Serviços,Médio,PR,Sul
3421433989501830226,Serviços,Pequeno,RN,Nordeste
904857901361577913,Serviços,Médio,MT,Centro-Oeste
1028630885537616736,Indústria,Pequeno,ES,Sudeste
1399527202590905286,Indústria,Médio,RN,Nordeste
6722781660631652440,Comércio,Pequeno,BA,Nordeste
5162621729453966204,Indústria,Grande,SC,Sul
378019466331075421,Serviços,Pequeno,PI,Nordeste
4828882959520364399,Indústria,Grande,SP,Sudeste
2377020220794016532,Serviços,Pequeno,SP,Sudeste
1557917925035542527,Comércio,Pequeno,TO,Norte
2225507872831546107,Serviços,Médio,RN,Nordeste
345033315379741874,Comércio,Grande,SP,Sudeste
6597470754117210299,Comércio,Grande,GO,Centro-Oeste
5607900901204647807,Serviços,Médio,SP,Sudeste
8503883917639127781,Comércio,Pequeno,SP,Sudeste
6965502620385519361,Indústria,Médio,GO,Centro-Oeste
4141546595629663073,Serviços,Médio,RJ,Sudeste
819552547620904652,Indústria,Pequeno,MG,Sudeste
7692330898726665144,Comércio,Pequeno,DF,Centro-Oeste
7206599058451025691,Comércio,Pequeno,MS,Centro-Oeste
1420529738304793615,Indústria,Pequeno,TO,Norte
6061850657256270336,Serviços,Pequeno,RJ,Sudeste
5220206408301580591,Indústria,Grande,RJ,Sudeste
8736788139020105764,Serviços,Médio,SP,Sudeste
3148228961195376491,Comércio,Médio,MG,Sudeste
2439954154030259398,Indústria,Pequeno,SP,Sudeste
4799794458216343260,Indústria,Médio,RJ,Sudeste
1246864346193559124,Indústria,Médio,PR,Sul
4853303856126909724,Indústria,Médio,RS,Sul
2694466161223698243,Comércio,Pequeno,PE,Nordeste
4166581859919473627,Comércio,Médio,MG,Sudeste
4235078665660987689,Serviços,Grande,PA,Norte
7628167057144760589,Comércio,Pequeno,SP,Sudeste
2814790209436551216,Serviços,Médio,SP,Sudeste
6909701795322574613,Serviços,Médio,RS,Sul
1234611356650812259,Serviços,Pequeno,ES,Sudeste
4121608857053177761,Serviços,Pequeno,PI,Nordeste
5993765508162121762,Serviços,Grande,PI,Nordeste
503021894071666233,Serviços,Grande,RN,Nordeste
3183208564139585182,Comércio,Médio,SC,Sul
1956406515279457110,Serviços,Grande,MG,Sudeste
4662079815415471798,Serviços,Grande,SP,Sudeste
7260748352873493818,Serviços,Médio,RJ,Sudeste
6615694774618628402,Serviços,Médio,SP,Sudeste
8707474618041058293,Comércio,Grande,RJ,Sudeste
4677213860368191144,Indústria,Pequeno,SP,Sudeste
1285245417998627607,Indústria,Grande,BA,Nordeste
8835646476961190471,Indústria,Grande,DF,Centro-Oeste
4050525344257805036,Comércio,Médio,DF,Centro-Oeste
1658487213084590146,Indústria,Grande,SP,Sudeste
6978269497652315763,Indústria,Pequeno,RO,Norte
7478791630746523220,Serviços,Grande,GO,Centro-Oeste
2310272650667756227,Indústria,Grande,ES,Sudeste
2432667449154431819,Comércio,Grande,ES,Sudeste
9060693308980292489,Serviços,Médio,AP,Norte
4898797487317475277,Comércio,Grande,MG,Sudeste
1668564607105585557,Serviços,Médio,PR,Sul
5376084855227654309,Comércio,Médio,RJ,Sudeste
5448628641564935127,Serviços,Grande,PR,Sul
4559400286159883576,Indústria,Médio,PR,Sul
4189705495607963592,Serviços,Pequeno,SP,Sudeste
8829286411654484379,Comércio,Grande,RN,Nordeste
3454481508285917519,Serviços,Pequeno,SP,Sudeste
5057726374207815794,Serviços,Pequeno,PR,Sul
7720458526816091748,Serviços,Médio,MG,Sudeste
4003696935579172837,Serviços,Grande,SP,Sudeste
7742008298942700792,Serviços,Grande,MG,Sudeste
1415340753324392369,Comércio,Médio,RJ,Sudeste
2123312420728961012,Indústria,Grande,PR,Sul
8045116560666679751,Comércio,Médio,MG,Sudeste
2423599281313969582,Serviços,Médio,CE,Nordeste
4986060939759481610,Serviços,Grande,SC,Sul
3156580765759568020,Serviços,Grande,BA,Nordeste
5489089370448387505,Comércio,Médio,SE,Nordeste
644457054514416604,Serviços,Médio,MA,Nordeste
1311488706225587300,Comércio,Pequeno,PR,Sul
4237135112070444140,Serviços,Grande,TO,Norte
4225765667813563302,Comércio,Grande,RS,Sul
8737605759444448951,Indústria,Grande,RS,Sul
3979129042322937623,Serviços,Médio,PI,Nordeste
8698916565946744099,Comércio,Médio,PR,Sul
8079157452200263869,Comércio,Pequeno,SC,Sul
3941676647656952109,Serviços,Médio,MG,Sudeste
6518776090651183119,Serviços,Médio,BA,Nordeste
6826420906256954294,Serviços,Grande,SP,Sudeste
4424973922927242822,Indústria,Médio,MG,Sudeste
5044097686733078536,Serviços,Grande,MT,Centro-Oeste
6915663759082844184,Comércio,Grande,RJ,Sudeste
7387419407817356825,Comércio,Pequeno,RS,Sul
5082455700818638342,Comércio,Médio,SP,Sudeste
3431426889924624821,Serviços,Médio,AC,Norte
5288503299611498087,Comércio,Pequeno,SP,Sudeste
957773253650890560,Comércio,Médio,RJ,Sudeste
6094038865287329652,Serviços,Grande,BA,Nordeste
1592581784061157609,Comércio,Médio,RS,Sul
